number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
21,0.7159720549260308,2025-12-15 21:43:28.968355,2025-12-15 21:43:29.685620,0 days 00:00:00.717265,0.06018512370772705,,,linear,2265,0.0001851384896042319,0.7683102179634067,0.7662460857758326,0.35685300827026367,COMPLETE
22,0.7242979242974301,2025-12-15 21:43:29.685765,2025-12-15 21:43:31.628429,0 days 00:00:01.942664,0.6309393379605996,,,linear,1726,2.2903928312991118e-05,0.7699313109835464,0.7740360672412618,0.3795565366744995,COMPLETE
23,0.7196436943267489,2025-12-15 21:43:31.628581,2025-12-15 21:43:32.487599,0 days 00:00:00.859018,0.1073496512288733,,,linear,979,3.5862718587090064e-06,0.7706579173034839,0.7707450944464411,0.3360897898674011,COMPLETE
24,0.7029934518236451,2025-12-15 21:43:32.487749,2025-12-15 21:43:33.132853,0 days 00:00:00.645104,0.0096828721754642,,,linear,1416,0.0010699991241763939,0.7590754040613681,0.7517025260106509,0.34350788593292236,COMPLETE
25,0.7247012923672211,2025-12-15 21:43:33.132999,2025-12-15 21:43:34.629897,0 days 00:00:01.496898,0.551687967838898,,,linear,2059,0.00016974305858637808,0.7709510501913699,0.7744335092825547,0.37774941325187683,COMPLETE
26,0.7231143552306497,2025-12-15 21:43:34.630046,2025-12-15 21:47:16.627397,0 days 00:03:41.997351,1.881557916092158,,,linear,2643,2.3897426468545606e-06,0.7662663834740573,0.7711186048095919,0.38584357500076294,COMPLETE
27,0.6703803303875583,2025-12-15 21:47:16.627690,2025-12-15 21:47:17.330488,0 days 00:00:00.702798,0.016877239228123918,balanced,0.025858328073346162,sigmoid,858,3.182301352460218e-05,0.6540118915756239,0.6487773702051488,0.37140944600105286,COMPLETE
28,0.6621964479879586,2025-12-15 21:47:17.330650,2025-12-15 21:47:17.944640,0 days 00:00:00.613990,0.10142925538014701,,1.2247215108602085e-06,rbf,1594,9.335592403253825e-06,0.49499055158207433,0.5000054323441181,0.4713309109210968,COMPLETE
29,0.6621964479879586,2025-12-15 21:47:17.944926,2025-12-15 21:47:18.546328,0 days 00:00:00.601402,13.44518927133309,,6.958807564540135e-05,poly,2464,0.00010506196558024864,0.4949878081820645,0.5,0.4713398218154907,COMPLETE
30,0.6926850074638023,2025-12-15 21:47:18.546491,2025-12-15 21:50:31.791818,0 days 00:03:13.245327,70.35071124317133,,,linear,1957,0.00033725255554688607,0.7049706975918488,0.7172968479483945,0.3095487952232361,COMPLETE
31,0.725760456273273,2025-12-15 21:50:31.792028,2025-12-15 21:52:25.132166,0 days 00:01:53.340138,0.23657572782143643,,,linear,1618,3.2890313881293683e-06,0.7730212213960652,0.7744963482901918,0.3511822521686554,COMPLETE
32,0.7254807692302767,2025-12-15 21:52:25.132370,2025-12-15 21:54:04.861295,0 days 00:01:39.728925,0.31197353330607497,,,linear,1246,2.0582230806463864e-06,0.7732541503210137,0.7752822763459881,0.36050233244895935,COMPLETE
33,0.7239884393058655,2025-12-15 21:54:04.861566,2025-12-15 21:56:29.383376,0 days 00:02:24.521810,0.8882946310378264,,,linear,1561,4.499078586848225e-06,0.7679596896138117,0.7729212621361504,0.3703806698322296,COMPLETE
34,0.6630216876248519,2025-12-15 21:56:29.383660,2025-12-15 21:56:30.065240,0 days 00:00:00.681580,0.006264886726392764,balanced,0.039419725230900496,sigmoid,2255,7.121211905125013e-06,0.5673154151596241,0.5547847499712233,0.3800652325153351,COMPLETE
35,0.7199252511090645,2025-12-15 21:56:30.065398,2025-12-15 21:57:12.382737,0 days 00:00:42.317339,0.1160771925677033,,,linear,634,1.0121376321715023e-06,0.7708751153518241,0.7713201888224087,0.33354052901268005,COMPLETE
36,0.6621964479879586,2025-12-15 21:57:12.383035,2025-12-15 21:57:12.995415,0 days 00:00:00.612380,0.4260038563497726,,8.006706908316767e-05,poly,3899,0.008056791181312901,0.4949878081820645,0.5,0.4713488519191742,COMPLETE
37,0.6621964479879586,2025-12-15 21:57:12.995582,2025-12-15 21:57:13.526772,0 days 00:00:00.531190,937.8339883675683,balanced,0.14532645434763064,sigmoid,1051,1.4778284049734695e-05,0.46302740412180227,0.4355654982134929,0.4815346598625183,COMPLETE
38,0.6953582694902772,2025-12-15 21:57:13.526938,2025-12-15 21:57:14.182130,0 days 00:00:00.655192,0.002513130927119018,,,linear,2593,0.0030694763610110377,0.7485516975781441,0.7398601626531922,0.3361157178878784,COMPLETE
