number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_l1_ratio,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
79,0.7267407840837724,2025-12-16 22:28:04.886970,2025-12-16 22:28:05.855882,0 days 00:00:00.968912,0.1351015799969655,,0.228176605710199,4481,0.00018797674354447755,0.7419143166846058,0.9354612154553594,0.3756558895111084,COMPLETE
80,0.7286549707597465,2025-12-16 22:28:05.856039,2025-12-16 22:28:07.046361,0 days 00:00:01.190322,1.5156780799430205,,0.7060035537583966,3718,0.0003112035714428464,0.7547795962067487,0.9378399947172364,0.3480195105075836,COMPLETE
81,0.7303634232117047,2025-12-16 22:28:07.046525,2025-12-16 22:28:07.748202,0 days 00:00:00.701677,0.2334591875035288,,0.02990373829105549,4180,0.0005656844573410313,0.7481823774163312,0.9371545663910791,0.36118486523628235,COMPLETE
82,0.727594339622153,2025-12-16 22:28:07.748356,2025-12-16 22:28:08.237056,0 days 00:00:00.488700,0.35099529058935103,,0.1103136459235195,4159,0.0005043221584248327,0.748640343342984,0.9373270752379164,0.3689537048339844,COMPLETE
83,0.7265306122444108,2025-12-16 22:28:08.237214,2025-12-16 22:28:09.379365,0 days 00:00:01.142151,0.6996081447075013,,0.050657510876517875,4843,0.00039996413844364657,0.7546100802100564,0.938193714637606,0.3477270305156708,COMPLETE
84,0.7251597908188046,2025-12-16 22:28:09.379526,2025-12-16 22:28:10.108981,0 days 00:00:00.729455,0.07781532711626596,,0.08978867216235616,4643,0.0007632759045523918,0.7405458604964438,0.9351678992261673,0.36730319261550903,COMPLETE
85,0.7120047309279558,2025-12-16 22:28:10.109136,2025-12-16 22:28:10.473753,0 days 00:00:00.364617,0.021648528890179534,,0.2863271789136847,4331,0.002695691007856261,0.7323315010438397,0.9314448818877483,0.40994584560394287,COMPLETE
86,0.726511071214351,2025-12-16 22:28:10.473915,2025-12-16 22:28:11.808828,0 days 00:00:01.334913,0.2785529739821563,,0.4359521614177593,4985,0.00025162865946892906,0.7433803720315821,0.9360145746940273,0.3879316747188568,COMPLETE
87,0.7289829512046854,2025-12-16 22:28:11.808991,2025-12-16 22:28:12.698355,0 days 00:00:00.889364,0.14311408222609542,,0.024784592241108457,3910,0.0005854116249506647,0.7461201889993542,0.9366232186669928,0.3719463050365448,COMPLETE
88,0.7281268349965762,2025-12-16 22:28:12.698514,2025-12-16 22:28:13.006383,0 days 00:00:00.307869,0.18320131701401815,balanced,0.07053323463969746,4453,0.0015567445599344708,0.7430880018625928,0.9362843437215738,0.6826817989349365,COMPLETE
89,0.7277079593053146,2025-12-16 22:28:13.006535,2025-12-16 22:28:13.577346,0 days 00:00:00.570811,0.44321780971742686,,0.12855508399794638,4232,0.0009844099015221435,0.7498502278561479,0.9375896777258317,0.37946030497550964,COMPLETE
90,0.7244186046506762,2025-12-16 22:28:13.577509,2025-12-16 22:28:13.857216,0 days 00:00:00.279707,0.04721633532561606,,0.027725865532227056,452,0.00015612190858353646,0.7369385360069787,0.9345531125049461,0.3703114092350006,COMPLETE
