number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
65,0.5402061855665105,2025-12-16 22:32:15.396329,2025-12-16 22:32:17.131365,0 days 00:00:01.735036,3.29532540275661e-05,0.8877174746785235,142,4.505225543402276,48.45963547349363,0.008513297881713141,15,57,1199,0.7239081428146286,0.5003350224367867,0.7728772327379365,0.3013651371002197,COMPLETE
66,0.5371900826441283,2025-12-16 22:32:17.131536,2025-12-16 22:32:19.158877,0 days 00:00:02.027341,5.842164728238653e-05,0.71283285701504,171,3.9257686315190816,0.6327572144951271,0.003212411811989009,14,30,962,0.6825952372338694,0.5216144246419604,0.7738936283657691,0.28706589341163635,COMPLETE
67,0.3387978142073688,2025-12-16 22:32:19.159025,2025-12-16 22:32:19.540071,0 days 00:00:00.381046,1.9498947360574684e-05,0.8460501747296529,196,4.482203474295745,1.8189733689882734,0.015502641423271946,15,500,1152,0.6437867194000095,0.20394736842105263,0.5,0.21902699768543243,COMPLETE
68,0.5093749999995252,2025-12-16 22:32:19.540201,2025-12-16 22:32:20.963005,0 days 00:00:01.422804,3.485670403209927e-06,0.7560916202275385,160,5.4984341665831815,2.560862361010575,0.0058007191775473164,14,78,1028,0.6966099947340485,0.4970185472596082,0.7671454278858971,0.22056278586387634,COMPLETE
69,0.5457627118639194,2025-12-16 22:32:20.963176,2025-12-16 22:32:22.512301,0 days 00:00:01.549125,4.2990570877124586e-08,0.8113790114815839,155,2.5127911675809536,8.264414228037452,0.01892467346520597,5,43,1105,0.7498568630384088,0.5309174172139088,0.797699780058651,0.23110397160053253,COMPLETE
70,0.5079928952037699,2025-12-16 22:32:22.512437,2025-12-16 22:32:23.774038,0 days 00:00:01.261601,20.626131192977684,0.6488623290292594,178,4.136317964930591,0.12910213163979806,0.012126367644002765,13,2,924,0.76869193082972,0.49108741933488453,0.7595016328978939,0.23290856182575226,COMPLETE
71,0.5555555555550589,2025-12-16 22:32:23.774169,2025-12-16 22:32:25.086184,0 days 00:00:01.312015,0.07534352136439712,0.85606917400585,87,3.218655984330934,22.97469414751975,0.03773919557050581,12,57,1041,0.7181026007244816,0.5371476521648445,0.7995034657424688,0.2647508382797241,COMPLETE
72,0.5259391771014742,2025-12-16 22:32:25.086361,2025-12-16 22:32:26.559957,0 days 00:00:01.473596,0.017086646873896893,0.9161339421896509,87,3.3877398472162192,17.41613181887814,0.008677704124919782,12,63,1028,0.6703955698496817,0.5068562108896931,0.7752266062383365,0.2513870298862457,COMPLETE
73,0.5403624382202744,2025-12-16 22:32:26.560099,2025-12-16 22:32:27.808807,0 days 00:00:01.248708,0.4381159636587107,0.8616658581813194,103,2.9922530626412875,34.34824052533152,0.0395372546431784,11,102,1063,0.7182835068960735,0.5109257807164336,0.7862195081311648,0.221956267952919,COMPLETE
74,0.46719999999952133,2025-12-16 22:32:27.808938,2025-12-16 22:32:29.026954,0 days 00:00:01.218016,0.0005025307114510516,0.8207489212192361,167,3.7977967905604646,11.826276428534717,0.004602069976386767,12,87,993,0.5804754881337674,0.4389448946028249,0.7320339576113036,0.2291698455810547,COMPLETE
75,0.5394321766556751,2025-12-16 22:32:29.027162,2025-12-16 22:32:30.541745,0 days 00:00:01.514583,0.06904298000784545,0.8431813826740423,138,2.7995297956443195,24.2679243750687,0.026516706614813444,10,15,824,0.7349750086696822,0.5306487552559931,0.7983121167688616,0.195148304104805,COMPLETE
76,0.5464480874311987,2025-12-16 22:32:30.541868,2025-12-16 22:32:30.977660,0 days 00:00:00.435792,0.0037640067256975137,0.9668891865306307,83,4.930410307920139,0.6700158212549465,0.0647261129175449,9,46,1341,0.7818586831889105,0.5196415988844977,0.7880815115969073,0.26006507873535156,COMPLETE
77,0.5424836601302369,2025-12-16 22:32:30.977773,2025-12-16 22:32:31.957093,0 days 00:00:00.979320,1.834973432046405,0.7171462130555545,97,3.617922121465153,1.8509946891086841,0.05000082176356208,15,131,877,0.8269616588941208,0.5051774007645096,0.7813083177819248,0.2297654002904892,COMPLETE
78,0.5257352941171509,2025-12-16 22:32:31.957215,2025-12-16 22:32:32.740266,0 days 00:00:00.783051,0.26356828136042443,0.5626859001450466,76,8.785699279842216,7.126921369720883e-08,0.020070669304204678,13,72,620,0.7022672867797464,0.5041523538596713,0.7682992868568381,0.2622285783290863,COMPLETE
79,0.5217391304342972,2025-12-16 22:32:32.740386,2025-12-16 22:32:33.303797,0 days 00:00:00.563411,0.03259780609143346,0.7866108933175987,131,2.3252391280003195,5.4867111442966445,0.09993603923918651,14,32,1183,0.7525457364565054,0.5373663922937011,0.7947130765129299,0.19838091731071472,COMPLETE
80,0.4267990074437427,2025-12-16 22:32:33.303908,2025-12-16 22:32:33.565027,0 days 00:00:00.261119,5.685389721071396,0.47337805135439437,104,1.8974911810730468,0.000595440900601391,0.03341185568741064,11,205,218,0.7978886032098517,0.39491430825785684,0.7043246800853106,0.18698376417160034,COMPLETE
81,0.5508771929819646,2025-12-16 22:32:33.565134,2025-12-16 22:32:34.421697,0 days 00:00:00.856563,0.10425330270443178,0.8634850901121468,110,3.1571072752302243,0.006901284769787185,0.030501353962716655,12,60,548,0.7393407934316935,0.5391345534797517,0.7972457344708078,0.2388189733028412,COMPLETE
82,0.5473321858859135,2025-12-16 22:32:34.421824,2025-12-16 22:32:35.217764,0 days 00:00:00.795940,0.008977048872674285,0.8867972209907669,90,5.7860066091866535,0.06806117256350361,0.023985582788751677,12,20,486,0.7626665762597498,0.5488483003772078,0.7993701679552119,0.23726525902748108,COMPLETE
83,0.5566666666661817,2025-12-16 22:32:35.217879,2025-12-16 22:32:36.178716,0 days 00:00:00.960837,0.7757603151931488,0.8251581714334619,66,1.455909517879585,0.0017506796943123895,0.03704437480334993,13,48,952,0.7228018242225761,0.5437301047406371,0.8037773260463876,0.2148556262254715,COMPLETE
84,0.5555555555550589,2025-12-16 22:32:36.178891,2025-12-16 22:32:36.621022,0 days 00:00:00.442131,0.18938018240844506,0.8280037530706124,47,0.5745000017968896,0.0016585338164931567,0.06389562365574623,13,46,928,0.6898365182045858,0.5370131825059171,0.7897810583844308,0.27255651354789734,COMPLETE
85,0.548275862068476,2025-12-16 22:32:36.621179,2025-12-16 22:32:37.057241,0 days 00:00:00.436062,0.8015287148669229,0.8419550238663835,53,0.4421830444357951,0.001052006668138627,0.07337572824423123,13,13,938,0.6831124410849724,0.5185323577481987,0.7911598573713676,0.21383625268936157,COMPLETE
